user_id	question_id	post_type	answer_id
447599	57836443	answer	57837731
Angel Perez57836443	57836443	answer	59285459
304215	57836443	question	na
7944854	54546364	answer	59285401
8129399	54546364	question	na
6901690	53812240	answer	55112288
12518109	53812240	answer	59285282
728785	53812240	question	na
5538535	48720833	answer	48735246
8573331	48720833	answer	49432863
2508870	48720833	answer	49831083
357349	48720833	answer	51831928
2419960	48720833	answer	53184758
3261292	48720833	answer	53488421
7678684	48720833	answer	55530379
10222665	48720833	answer	55988352
2994854	48720833	answer	59184387
5538535	48720833	question	na
2464597	51070985	answer	51071037
6361531	51070985	answer	51071085
3185459	51070985	answer	51071181
10962477	51070985	answer	56670242
7061045	51070985	answer	56870739
11792700	51070985	answer	57059702
11691751	51070985	answer	59284768
8913334	51070985	question	na
7919597	49518071	answer	49518858
1982882	49518071	answer	59283971
9559356	49518071	question	na
939364	57596268	answer	59284684
1572164	57596268	question	na
5577765	53400377	answer	53400813
9837133	53400377	question	na
6369347	52865323	answer	52865834
11691751	52865323	answer	59284603
10521300	52865323	question	na
6847100	56764048	answer	59283443
4461300	56764048	question	na
8676953	48046504	answer	48062547
10123804	48046504	answer	58980759
1953475	48046504	question	na
9889082	54333896	answer	54380441
9963374	54333896	answer	59283707
9889082	54333896	question	na
2069725	56268145	answer	59283535
6907832	56268145	question	na
5687042	50206542	answer	52174245
10747237	50206542	answer	59282922
4907178	50206542	question	na
6622544	55510726	answer	55510963
9440834	55510726	answer	59282499
5084432	55510726	question	na
3712531	52029919	answer	52029975
8068625	52029919	answer	52030024
9397953	52029919	question	na
10615805	54792164	answer	59283095
3923510	54792164	question	na
3220247	57413569	question	na
7030285	56584420	answer	59282406
11118424	56584420	question	na
7326738	48503665	answer	48503895
4803182	48503665	answer	59282766
3590067	48503665	question	na
833530	51766109	answer	51788851
10612625	51766109	answer	59272072
10202998	51766109	question	na
11854119	57281737	question	na
1739761	54845670	answer	56420418
4073745	54845670	answer	59282550
11107068	54845670	question	na
4098013	49916371	answer	49916477
9209546	49916371	answer	49916565
6583140	49916371	answer	49916569
11691751	49916371	answer	59282490
9478926	49916371	question	na
9321755	54236043	answer	54236758
9994611	54236043	answer	59282377
6353522	54236043	question	na
7996768	56307656	answer	56308417
9435410	56307656	question	na
5122246	50195314	answer	54751586
4230539	50195314	question	na
6632342	49978705	answer	49978853
1231073	49978705	answer	49979186
6684551	49978705	answer	51166331
10505315	49978705	answer	52809848
10698789	49978705	answer	53651084
5052566	49978705	answer	53770157
10790048	49978705	answer	53866521
8200791	49978705	answer	53984281
4736972	49978705	answer	56181273
10833377	49978705	answer	56488622
4157431	49978705	answer	59040862
5052566	49978705	question	na
9093112	53129146	answer	57648173
4485622	53129146	answer	59282025
10429891	53129146	question	na
9521684	49350821	answer	59265547
6463558	49350821	answer	59281658
5843840	49350821	question	na
8203144	55947170	answer	55947253
3144322	55947170	answer	59281550
5561272	55947170	question	na
2261273	48991127	answer	48991257
4834	48991127	answer	48991268
9220171	48991127	answer	48991418
9051118	48991127	question	na
3603682	48174935	answer	48178776
4276403	48174935	answer	48190844
12444207	48174935	answer	59281001
4276403	48174935	question	na
555045	52822487	answer	52826250
4958717	52822487	answer	59280845
3192082	52822487	question	na
10275890	57540368	answer	57541240
684270	57540368	answer	59280707
10275890	57540368	question	na
3556641	57778609	answer	59280660
5855336	57778609	question	na
8885874	57607072	answer	57607473
850848	57607072	answer	57607619
9875493	57607072	question	na
9449544	49113497	answer	49124948
9255099	49113497	answer	54702852
9666817	49113497	answer	54776622
1200914	49113497	answer	56410843
12444207	49113497	answer	59279730
9446361	49113497	question	na
2952395	50578524	answer	50579198
508338	50578524	answer	59279336
9213958	50578524	question	na
5143695	52289594	answer	52289843
1115833	52289594	question	na
5370186	57144586	answer	59279247
8058705	57144586	question	na
4620420	48294013	answer	48300846
8543811	48294013	answer	59279182
3901029	48294013	question	na
11530462	56123186	answer	59279054
11495875	56123186	question	na
1566221	56563971	answer	56565962
1061155	56563971	answer	59279013
5005177	56563971	question	na
12515554	57348869	answer	59278947
11523847	57348869	question	na
8317032	55156006	answer	59278889
8317032	55156006	question	na
458741	50557234	answer	50557297
3413092	50557234	answer	53561512
10931964	50557234	answer	54437010
11220315	50557234	answer	55326023
10614423	50557234	answer	55879209
10336411	50557234	answer	56050081
4176649	50557234	answer	56224367
11181334	50557234	answer	56514632
8411263	50557234	answer	57157264
12257274	50557234	answer	58504113
1380994	50557234	answer	58844512
12463202	50557234	answer	59278365
4127542	50557234	question	na
7837600	58052772	question	na
10176829	54817465	question	na
user1251538250639614	50639614	answer	59278225
2613005	50639614	question	na
2947378	55545964	answer	55546008
5091805	55545964	answer	59278125
8855629	55545964	question	na
12122607	51495087	answer	59252511
9591860	51495087	question	na
3293881	50765059	answer	50765139
4383245	50765059	question	na
7675470	49214921	answer	49215040
9297798	49214921	question	na
11638084	48709524	answer	59277620
5420229	48709524	question	na
8743099	54293491	answer	54341240
2735174	54293491	question	na
9509346	57734331	answer	57737125
10671109	57734331	answer	57746479
11996332	57734331	question	na
3825949	57226779	question	na
11492024	56334210	answer	56427596
12514132	56334210	answer	59275246
5576930	56334210	question	na
6629669	56099069	answer	59276971
10558944	56099069	question	na
18243	48951591	answer	48951650
8881141	48951591	answer	48951927
9458126	48951591	answer	49598506
8663760	48951591	answer	49611289
10318385	48951591	answer	52660479
10472190	48951591	answer	52713086
4257943	48951591	answer	52971223
1115728	48951591	answer	53255119
9192711	48951591	answer	53338459
9200834	48951591	answer	55008605
3661767	48951591	answer	56940643
5897185	48951591	answer	57921053
9813194	48951591	answer	59276807
user835833748951591	48951591	question	na
7326738	55660676	answer	55660830
6890912	55660676	answer	55660864
6890912	55660676	answer	59276679
5845205	55660676	question	na
4124317	48947656	answer	48947834
3437787	48947656	question	na
7390366	51290472	answer	51586939
12501914	51290472	answer	59276490
4587681	51290472	question	na
10846255	56971949	answer	59276317
4510954	56971949	question	na
624829	49898742	answer	49898817
5003756	49898742	answer	49898878
4871110	49898742	answer	49898903
7388570	49898742	answer	59276255
5236124	49898742	question	na
10993429	54452537	question	na
11581247	56246819	answer	59275910
9599223	56246819	question	na
3238431	58019117	answer	59275869
3238431	58019117	question	na
7583919	57738088	answer	57738500
6690295	57738088	answer	59275859
12003021	57738088	question	na
11438258	58071324	answer	59274589
9260144	58071324	question	na
332059	53523943	answer	53524285
3279307	53523943	answer	54272674
4487782	53523943	answer	56155082
11318360	53523943	answer	59275144
1424880	53523943	question	na
11172475	54028609	answer	55069803
9005016	54028609	answer	59274918
4205270	54028609	question	na
11232091	57667753	answer	57667801
8056102	57667753	answer	59274850
11981718	57667753	question	na
7429447	48337788	answer	48339216
7305183	48337788	answer	48339558
6756587	48337788	question	na
12070018	57949957	question	na
9306906	50416538	answer	50416768
10701227	50416538	answer	53465177
3154274	50416538	answer	53791690
9306906	50416538	question	na
10715563	53587315	answer	53587348
5820814	53587315	answer	53587628
9614260	53587315	answer	53587649
10562450	53587315	question	na
3642173	51024292	question	na
3757265	48088917	question	na
104349	49132579	answer	49133289
3848833	49132579	answer	49133602
6476201	49132579	question	na
2901002	53369488	answer	53369541
4098013	53369488	answer	53369857
10031645	53369488	question	na
10445829	51090918	answer	52607617
995862	51090918	question	na
6805396	49174561	answer	49174759
4902099	49174561	answer	49176512
8290233	49174561	question	na
4279120	56144323	answer	56144374
10810208	56144323	answer	56144377
5202279	56144323	answer	56144474
9568358	56144323	answer	56144515
5800969	56144323	answer	56144612
11502612	56144323	answer	56144925
4711754	56144323	answer	56149144
12513520	56144323	answer	59273387
8490053	56144323	question	na
8957025	56357447	answer	56522762
1093963	56357447	answer	56595326
8957025	56357447	question	na
328036	53271795	answer	53271796
5091805	53271795	answer	58870267
328036	53271795	question	na
2449192	54408228	answer	54489148
6858244	54408228	answer	54490790
1011320	54408228	question	na
10258626	57447480	question	na
9288200	54519626	answer	54520145
4881095	54519626	answer	59273045
4288043	54519626	question	na
10842404	53956518	question	na
6394722	58018300	answer	58021389
613540	58018300	question	na
8436879	56596951	answer	56597035
11403457	56596951	answer	56598057
5078847	56596951	answer	56787083
1822671	56596951	question	na
5851928	54216071	answer	54216278
4932316	54216071	answer	54216319
11710237	54216071	answer	59271986
10885223	54216071	question	na
4276090	55071456	answer	55071593
369009	55071456	answer	59271563
8997796	55071456	question	na
4377521	57639915	answer	57675526
12138	57639915	answer	59271460
1201867	57639915	question	na
8264778	50689359	answer	59199034
1637351	50689359	answer	59199212
837073	50689359	answer	59217760
2826937	50689359	answer	59220344
2903906	50689359	answer	59221742
11203006	50689359	answer	59241368
2903906	50689359	answer	59256440
1754752	50689359	answer	59270975
2417204	50689359	question	na
3043335	54175042	answer	54188728
7801986	54175042	answer	54240362
11136984	54175042	answer	54948588
2350145	54175042	answer	57014230
2685343	54175042	answer	57900671
4467424	54175042	answer	59270849
2252819	54175042	question	na
10722885	56333388	answer	56345704
5407682	56333388	answer	59270707
11564471	56333388	question	na
5704863	52912734	answer	52912925
596495	52912734	question	na
4098013	53372704	answer	53374070
10031645	53372704	question	na
3293881	53631460	answer	53631518
9112585	53631460	question	na
10906068	55618363	answer	55621003
3527420	55618363	answer	55621075
9113910	55618363	question	na
10104362	54890328	answer	54901405
7256341	54890328	answer	54934050
8942966	54890328	answer	56358511
1021819	54890328	answer	59270044
3451339	54890328	question	na
9768643	51434897	answer	51434954
10605551	51434897	answer	59269959
9779288	51434897	question	na
5922920	50469021	answer	50469238
4393969	50469021	answer	50469291
4451315	50469021	answer	50469308
7907671	50469021	answer	50469331
6743440	50469021	answer	50469586
9822994	50469021	question	na
51685	50450198	answer	50450270
532312	50450198	answer	50450350
9822994	50450198	question	na
6412513	54450767	answer	54470579
6412513	54450767	question	na
3607203	58084661	answer	59269458
3607203	58084661	question	na
850848	48595481	answer	59159239
571517	48595481	answer	59266847
2243682	48595481	answer	59268295
1128088	48595481	question	na
12512035	56034038	answer	59268791
5977437	56034038	question	na
3740545	55781740	answer	55782568
4168794	55781740	question	na
10400041	53764058	answer	54145757
10786478	53764058	question	na
3902974	48135624	answer	48135838
10231802	48135624	answer	53699178
1799284	48135624	answer	54536211
3398492	48135624	answer	55620146
8230738	48135624	question	na
314922	48627743	answer	48628207
6832617	48627743	answer	54374133
2384464	48627743	answer	59268531
8718803	48627743	question	na
2896626	56513387	answer	56514082
8745550	56513387	answer	59268489
10731613	56513387	question	na
8424998	48904701	answer	59266936
8861920	48904701	question	na
10041917	55042647	answer	59267857
2653663	55042647	answer	59268268
5654564	55042647	question	na
812183	49836676	answer	49836753
2182710	49836676	answer	50010299
9710526	49836676	answer	50062958
9575715	49836676	answer	50205248
7596504	49836676	answer	50252101
3693173	49836676	answer	50358441
9010059	49836676	answer	50492636
6571826	49836676	answer	50675721
10032958	49836676	answer	51176952
10115378	49836676	answer	51457749
8636829	49836676	answer	51462434
7963358	49836676	answer	51499030
10191878	49836676	answer	51726471
3734477	49836676	answer	51750226
895245	49836676	answer	51846054
1404311	49836676	answer	52122813
7780337	49836676	answer	53205990
7103882	49836676	answer	53700609
1635700	49836676	answer	53942524
1225660	49836676	answer	54012930
980687	49836676	answer	54132673
1507649	49836676	answer	55699173
659077	49836676	answer	56162357
12711	49836676	answer	57015258
6309012	49836676	answer	57114773
7391092	49836676	answer	57416371
1323471	49836676	answer	57598843
4028102	49836676	answer	57744496
9905745	49836676	answer	58020436
3464971	49836676	answer	58938454
2743206	49836676	question	na
532312	48357223	answer	48357365
6551439	48357223	question	na
10495260	53371682	question	na
11532574	56234618	question	na
674039	48714523	answer	48714541
4492932	48714523	answer	48714574
376535	48714523	answer	59267302
6374012	48714523	question	na
6301394	52142180	answer	52159527
12511557	52142180	answer	59267130
10301782	52142180	question	na
215487	49885808	answer	49885809
14132	49885808	answer	49892463
215487	49885808	question	na
1703112	51078195	answer	59266923
813466	51078195	question	na
874188	48705166	answer	48705460
2133240	48705166	answer	48706051
631911	48705166	answer	59266516
4726625	48705166	question	na
10049134	50189365	answer	59266441
2632266	50189365	question	na
10434932	55189067	question	na
364696	53397632	answer	53397714
1071847	53397632	question	na
4759433	57268556	answer	57270506
11856444	57268556	question	na
4759433	55994842	answer	56083471
6740709	55994842	question	na
1995738	54490805	answer	54490985
15862	54490805	answer	54491929
9384866	54490805	question	na
5652313	55681502	answer	55685730
207661	55681502	answer	59264908
2096883	55681502	question	na
6342555	55158451	answer	55162332
11158533	55158451	question	na
9937076	53913511	answer	53914715
10852521	53913511	answer	59264007
10829044	53913511	question	na
4074838	52292879	answer	52301403
3742287	52292879	question	na
11032232	54588066	answer	54588280
9081395	54588066	answer	55514578
7462615	54588066	question	na
5357932	50756793	answer	50757759
6245650	50756793	answer	50758915
3152047	50756793	answer	50778453
5993892	50756793	answer	59263392
7515292	50756793	question	na
6464013	58000751	answer	58006184
2480965	58000751	answer	58345245
12341065	58000751	answer	58764600
8156810	58000751	question	na
8008776	48613151	answer	48613514
4471715	48613151	answer	49920803
1558125	48613151	question	na
562769	56206942	answer	56208907
11955945	56206942	answer	57587733
21499	56206942	answer	57621524
21499	56206942	question	na
11281341	56166319	answer	56618606
11393245	56166319	answer	57179135
8184860	56166319	answer	57674968
12001122	56166319	answer	58172248
11581109	56166319	answer	59261764
11509150	56166319	question	na
1399222	54242029	answer	54257504
6215949	54242029	question	na
10427660	53879924	answer	54871305
10427660	53879924	question	na
4909087	49545599	answer	49545635
6671176	49545599	answer	49545707
9209546	49545599	answer	49545737
6228056	49545599	question	na
680740	51968643	answer	53801430
52817	51968643	answer	57332849
5992952	51968643	answer	59261453
216662	51968643	question	na
5769463	53763480	answer	53763481
5769463	53763480	question	na
5829203	57754602	answer	59261140
1065000	57754602	question	na
9590827	51677283	answer	52646046
11273429	51677283	answer	55402987
9235246	51677283	answer	59260862
10097431	51677283	question	na
6253693	50052295	answer	50052355
3639581	50052295	answer	51698037
5149399	50052295	question	na
7326738	48936869	answer	48936952
3185459	48936869	answer	48937007
5364318	48936869	answer	48937086
8172687	48936869	question	na
1179925	56891238	answer	56891642
6534639	56891238	answer	59260187
1179925	56891238	question	na
11682525	57422287	answer	57423563
11691686	57422287	answer	57423673
10157758	57422287	question	na
11244815	57527656	answer	57527787
1358308	57527656	answer	57527893
10157758	57527656	question	na
349130	57867107	answer	57867315
11977985	57867107	answer	57867455
12045291	57867107	answer	59259771
12045291	57867107	question	na
9473643	57054780	answer	57882058
11791278	57054780	question	na
1101203	50785665	answer	52132940
8834490	50785665	answer	58244137
fijo50785665	50785665	answer	59259547
9921627	50785665	question	na
9794932	58028976	answer	58029409
9603973	58028976	answer	58368962
12271466	58028976	answer	58550566
9158477	58028976	answer	58569974
12282702	58028976	answer	58582766
9254522	58028976	answer	58829361
1009508	58028976	answer	59258666
8191929	58028976	question	na
9212365	56803059	answer	59258641
8301318	56803059	question	na
771848	48066322	answer	48066323
953553	48066322	answer	57974091
7377460	48066322	answer	59034852
771848	48066322	question	na
deceze51762227	51762227	answer	51762340
4647152	51762227	answer	51762699
7048431	51762227	question	na
3791827	50504500	answer	50504635
3079726	50504500	question	na
2937831	54015895	answer	54030147
10463591	54015895	answer	55404929
10463591	54015895	question	na
10320232	57425403	answer	57438258
11906001	57425403	question	na
8896235	57056942	question	na
3968014	55548675	answer	55550434
9061422	55548675	answer	59257600
7549341	55548675	question	na
695377	56227223	answer	56227251
10934417	56227223	answer	59256090
10970202	56227223	question	na
2142055	52353759	answer	52356030
4258483	52353759	answer	52366377
295093	52353759	answer	52414114
4258483	52353759	question	na
2553962	55492903	answer	56986269
10216112	55492903	question	na
11963609	53697655	answer	57613135
7310077	53697655	answer	59256790
10559737	53697655	question	na
250025	48575090	answer	48575124
7376918	48575090	answer	59256515
7159832	48575090	question	na
3201632	49456718	answer	49461102
5029818	49456718	question	na
3374996	51308994	answer	51310759
11649795	51308994	answer	59256468
5704562	51308994	question	na
4235469	56035523	answer	56520650
11759958	56035523	answer	56953830
11926308	56035523	answer	59256302
7529256	56035523	question	na
142637	53878334	answer	53881451
10155271	53878334	question	na
12507261	55298463	answer	59255346
9717033	55298463	question	na
3462681	57596488	answer	57596956
10781936	57596488	answer	59255979
11958437	57596488	question	na
11003266	54487869	answer	59255735
11003266	54487869	question	na
998415	57528027	answer	58464975
munney57528027	57528027	answer	58533797
12506812	57528027	answer	59254024
5659025	57528027	question	na
7708172	57270470	answer	57270647
6139504	57270470	answer	57270674
8659995	57270470	question	na
8344913	55208018	answer	55209491
8344913	55208018	question	na
8242447	57171626	answer	57171657
9993681	57171626	answer	57171742
6328256	57171626	answer	57171855
10532394	57171626	question	na
8565438	54510146	answer	54541773
8242447	54510146	answer	57171167
6579245	54510146	question	na
541038	55911070	answer	55911839
8344913	55911070	answer	55940691
8344913	55911070	question	na
3521179	48858449	answer	48858946
3521179	48858449	question	na
4238408	56245036	answer	56245404
6461882	56245036	answer	56245503
1054154	56245036	answer	59204688
623534	56245036	question	na
10290211	57484271	question	na
4634344	49537474	answer	54815641
10447679	49537474	answer	59025410
9298540	49537474	question	na
7130689	56294058	answer	56604366
2509621	56294058	answer	57563967
7130689	56294058	question	na
7736861	57688517	answer	57688654
7303415	57688517	answer	59245496
11987757	57688517	question	na
9355594	48769682	answer	48769980
12197605	48769682	answer	59254464
5201448	48769682	question	na
12127815	56369850	answer	58458384
12241219	56369850	answer	58459715
5839007	56369850	question	na
10804423	57984701	answer	57984925
1768610	57984701	question	na
7456788	48895374	answer	59253965
9388142	48895374	question	na
D. Taylor Reich54358546	54358546	answer	59253944
650885	54358546	question	na
10671109	57741875	answer	57745568
7429447	57741875	answer	57749551
12215068	57741875	answer	58378714
7074716	57741875	answer	59253874
11996332	57741875	question	na
6604502	51444526	answer	51580512
12038698	51444526	answer	59253571
4948889	51444526	question	na
7469434	52961581	answer	52961701
4706171	52961581	answer	59241151
9422637	52961581	question	na
4001592	54043313	answer	54043570
5704863	54043313	answer	54043587
1329504	54043313	answer	59253176
3758396	54043313	question	na
7512026	57005688	question	na
7919597	48699954	answer	48700443
6651056	48699954	question	na
11651301	56765331	answer	56765706
10635033	56765331	question	na
9758354	51629238	answer	51635518
6794005	51629238	answer	59251644
8748545	51629238	question	na
1606729	57611567	answer	57613835
1256930	57611567	answer	59252968
5312695	57611567	question	na
3437787	57170534	answer	59251521
11584648	57170534	question	na
2402281	51921470	answer	51921534
11003083	51921470	answer	54486865
8500516	51921470	question	na
10282322	53289302	answer	53289908
9678296	53289302	question	na
9161215	48062227	answer	48063712
8916091	48062227	question	na
12506066	55780582	answer	59251976
10458964	55780582	question	na
1192111	50428030	answer	50428045
8916091	50428030	question	na
7032246	48993288	question	na
9869695	54492957	answer	54493074
10191971	54492957	answer	54493210
3351772	54492957	question	na
1656503	53150072	answer	53150300
10288309	53150072	question	na
9209546	50170943	answer	50171010
8667423	50170943	question	na
17160	51254065	answer	51254092
7434365	51254065	answer	51254263
5701085	51254065	answer	55606861
3198235	51254065	answer	59251375
8210824	51254065	question	na
9475713	56299269	answer	59251069
2005490	56299269	question	na
5249307	48743106	answer	48743337
812183	48743106	answer	48920924
900078	48743106	question	na
1714410	52468956	answer	52511383
109618	52468956	answer	54283312
9385203	52468956	answer	57729143
1436508	52468956	question	na
10511518	57735765	answer	59250736
11803025	57735765	question	na
8044326	53702713	answer	53702842
11346795	53702713	answer	55634896
9195200	53702713	question	na
3208297	52781433	answer	52781450
10396288	52781433	question	na
1179880	55814673	answer	55832939
11153529	55814673	question	na
167813	48842812	answer	48869817
7605543	48842812	answer	48919217
7605543	48842812	question	na
7511070	54984230	answer	55062974
7820044	54984230	answer	59170698
1802510	54984230	answer	59248976
7511070	54984230	question	na
1077364	57738352	answer	59248927
3699166	57738352	question	na
11037940	54606807	question	na
1252711	56026352	answer	56026473
10731283	56026352	answer	59247987
11465606	56026352	question	na
7326738	53771668	answer	53771723
10038165	53771668	answer	53771759
6149357	53771668	answer	53771765
9142590	53771668	answer	53771842
10123697	53771668	question	na
7011287	54335569	answer	57965759
10700322	54335569	answer	59247388
2256986	54335569	question	na
10791730	53698035	answer	53783381
10858457	53698035	answer	54008745
1701416	53698035	answer	56511889
6272956	53698035	answer	56867549
6210807	53698035	answer	57405618
10820672	53698035	answer	58095125
10500330	53698035	answer	58207890
11002096	53698035	answer	58456312
9582871	53698035	answer	59007505
9228901	53698035	answer	59155684
8928244	53698035	answer	59247224
3366418	53698035	question	na
2488240	54642311	answer	54642406
4390160	54642311	answer	54642425
1342257	54642311	answer	54642428
11048534	54642311	question	na
2180547	54933541	answer	59246358
1298483	54933541	question	na
4558344	55177830	answer	59246233
365837	55177830	question	na
12013075	54189378	answer	59246080
10913900	54189378	question	na
532312	48479092	answer	48479178
6084948	48479092	answer	48479224
11942178	48479092	answer	59245891
8413792	48479092	question	na
10666040	55149225	answer	59245098
8480169	55149225	question	na
7432	56685548	answer	56690396
11675818	56685548	question	na
4358680	55517232	answer	55559030
8697791	55517232	answer	56582248
6226318	55517232	answer	59244866
6096906	55517232	question	na
2858170	48928592	answer	48933362
9360135	48928592	answer	59244774
9396269	48928592	question	na
4085591	48944783	answer	48944916
3869724	48944783	answer	48944951
5014455	48944783	answer	48945128
7396613	48944783	question	na
7613340	57576937	answer	57595994
11952393	57576937	question	na
2357112	54047100	answer	54047205
11883248	54047100	answer	59244111
10611983	54047100	question	na
12500719	55751196	answer	59241950
11380268	55751196	question	na
624831	56013578	answer	56082744
8031479	56013578	answer	56091808
1175948	56013578	answer	56097987
254103	56013578	answer	56105118
1768141	56013578	question	na
1727392	48531006	answer	48531638
945871	48531006	answer	48533589
6183502	48531006	answer	52732858
10732120	48531006	answer	55893693
1727392	48531006	question	na
11602716	56456569	question	na
838117	51152183	answer	51153595
838117	51152183	answer	51156749
4066787	51152183	answer	57155146
6256711	51152183	question	na
9973881	52728414	answer	52729208
10709135	52728414	answer	59241875
10480609	52728414	question	na
Martijn Pieters49851776	49851776	answer	49852437
3620936	49851776	question	na
6549908	55061758	question	na
10475068	52825049	answer	52825074
2850957	52825049	answer	59241184
6688801	52825049	question	na
446106	57314714	answer	58726159
11406139	57314714	answer	59240615
11406139	57314714	question	na
1581390	51125462	answer	51125653
6633975	51125462	answer	53380958
6835092	51125462	answer	54540062
11044933	51125462	answer	58327329
2719377	51125462	answer	59240608
1581390	51125462	question	na
2292767	56805119	answer	56807741
12023727	56805119	answer	59203953
4782060	56805119	question	na
5666087	55774677	answer	59240157
5161420	55774677	question	na
11222963	55749070	question	na
10587171	51114826	answer	53088606
6155733	51114826	answer	57040866
9999520	51114826	answer	57258728
8804904	51114826	question	na
2116766	55823557	answer	59239728
6081276	55823557	question	na
4763058	58055778	answer	58056705
8851422	58055778	answer	59239705
9516820	58055778	question	na
1107768	56870564	answer	59239513
8334261	56870564	question	na
3893015	55382055	answer	59239495
7679441	55382055	question	na
9626903	51566338	answer	59239208
4704607	51566338	question	na
3804047	50432438	answer	59239315
9817941	50432438	question	na
5003756	51060894	answer	51061279
8255456	51060894	answer	51314351
